Timestamp,gender,What is your age group?,"How often do you plan and book leisure travel (vacations, weekend trips, etc.)?",How much do you spend on a typical trip?,What type of trips do you most enjoy? (Select up to 3),"How often do you use Social media platforms (Instagram, Facebook, TikTok) such as Facebook, Twitter, TikTok, Instagram, Youtube?","Which Social media platforms (Instagram, Facebook, TikTok) Platform do you use the most?","Have you ever come across a sponsored travel post or ad while browsing Social media platforms (Instagram, Facebook, TikTok)?",If Yes: Which platform do you recall seeing sponsored travel content on most often?,"When you see sponsored travel content, how likely are you to take the following actions?",Sponsored travel content helps me discover destinations or experiences I might not have considered otherwise?,Which sources do you typically use FIRST when starting to research a new travel destination?,Which type of travel content do you find most helpful when making booking decisions?,"When researching travel destinations or accommodations, how often do you notice that some content is labeled as 'sponsored,' 'ad,' or 'promoted'?","How much do you agree with this statement: 'I trust user-generated content (reviews, photos from other travelers) more than professionally produced travel content.'",How long does your typical travel planning process take from initial research to final booking?,On which device do you most often research and book travel?,"How often do you seek opinions from friends, family, or online communities before making a travel booking decision?",Which new travel content features would you find most helpful when planning a trip?,"Think about a recent travel booking you made. Describe how different types of content (photos, reviews, ads, recommendations) influenced your final decision. What made certain content more convincing or trustworthy to you?","Based on your experience with travel content and booking websites, what changes would make you more likely to trust and engage with travel recommendations or promotions? What frustrates you most about current travel content?",Name,Email
2025-03-24,Female,25-34,2-4 times per year,$1000-2500,"Visiting friends or family, Cultural / historical experiences, Beach holidays",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Travel apps on my phone,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_105,user2_105@example.com
2025-04-13,Male,25-34,2-4 times per year,$1000-2500,"Beach holidays, Wellness / relaxation retreats, Luxury travel",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Travel apps on my phone,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_106,user2_106@example.com
2025-01-25,Female,25-34,2-4 times per year,$1000-2500,"Visiting friends or family, Luxury travel, Beach holidays",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Travel apps on my phone,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_107,user2_107@example.com
2025-02-10,Female,25-34,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, Visiting friends or family, Cultural / historical experiences",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Travel apps on my phone,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_108,user2_108@example.com
2025-06-22,Female,25-34,2-4 times per year,$1000-2500,"Luxury travel, Budget travel, Wellness / relaxation retreats",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_109,user2_109@example.com
2025-02-26,Male,25-34,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, City breaks, Luxury travel",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_110,user2_110@example.com
2025-05-23,Female,25-34,2-4 times per year,$1000-2500,"Adventure / outdoor activities, Visiting friends or family, Cultural / historical experiences",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_111,user2_111@example.com
2025-02-22,Male,25-34,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, Budget travel, Visiting friends or family",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_112,user2_112@example.com
2025-04-26,Female,25-34,2-4 times per year,$1000-2500,"Cultural / historical experiences, Visiting friends or family, Beach holidays",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_113,user2_113@example.com
2025-05-04,Female,25-34,2-4 times per year,$1000-2500,"Cultural / historical experiences, Wellness / relaxation retreats, Adventure / outdoor activities",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_114,user2_114@example.com
2025-05-12,Male,25-34,2-4 times per year,$1000-2500,"Adventure / outdoor activities, Wellness / relaxation retreats, Visiting friends or family",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_115,user2_115@example.com
2025-04-16,Non-Binary,25-34,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, Visiting friends or family, Luxury travel",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_116,user2_116@example.com
2025-04-03,Female,25-34,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, City breaks, Luxury travel",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_117,user2_117@example.com
2025-06-29,Male,25-34,2-4 times per year,$1000-2500,"Luxury travel, Budget travel, Visiting friends or family",Once a day,Instagram,Yes,Instagram,Save the post,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_118,user2_118@example.com
2025-02-03,Male,25-34,2-4 times per year,$1000-2500,"City breaks, Beach holidays, Cultural / historical experiences",Once a day,Instagram,Yes,Instagram,Share,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_119,user2_119@example.com
2025-03-14,Male,25-34,2-4 times per year,$1000-2500,"Budget travel, Wellness / relaxation retreats, Adventure / outdoor activities",Once a day,Instagram,Yes,Instagram,Share,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_120,user2_120@example.com
2025-06-04,Male,25-34,2-4 times per year,$1000-2500,"Beach holidays, City breaks, Cultural / historical experiences",Once a day,Instagram,Yes,Instagram,Share,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_121,user2_121@example.com
2025-05-22,Male,25-34,2-4 times per year,$1000-2500,"Beach holidays, Wellness / relaxation retreats, Budget travel",Once a day,Instagram,Yes,Instagram,Share,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_122,user2_122@example.com
2025-06-13,Female,25-34,2-4 times per year,$1000-2500,"Adventure / outdoor activities, Beach holidays, Wellness / relaxation retreats",Once a day,Instagram,Yes,Instagram,Share,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_123,user2_123@example.com
2025-04-26,Male,25-34,2-4 times per year,$1000-2500,"Wellness / relaxation retreats, Luxury travel, City breaks",Once a day,Instagram,Yes,Instagram,Ignore,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Always notice,Agree,1-3 weeks,Smartphone,Often,AI itinerary suggestions,Sample.,Sample.,User2_124,user2_124@example.com
2025-01-04,Male,35-44,Once per year,$500-1000,"Budget travel, Cultural / historical experiences, Visiting friends or family",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_0,user3_0@example.com
2025-06-21,Female,35-44,Once per year,$500-1000,"Visiting friends or family, Cultural / historical experiences, Adventure / outdoor activities",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_1,user3_1@example.com
2025-01-05,Male,35-44,Once per year,$500-1000,"Luxury travel, Wellness / relaxation retreats, Budget travel",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_2,user3_2@example.com
2025-02-26,Female,35-44,Once per year,$500-1000,"Luxury travel, Visiting friends or family, Wellness / relaxation retreats",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_3,user3_3@example.com
2025-02-20,Male,35-44,Once per year,$500-1000,"Wellness / relaxation retreats, Budget travel, Adventure / outdoor activities",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_4,user3_4@example.com
2025-03-17,Male,35-44,Once per year,$500-1000,"Budget travel, Adventure / outdoor activities, Beach holidays",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_5,user3_5@example.com
2025-02-11,Female,35-44,Once per year,$500-1000,"Budget travel, Luxury travel, Wellness / relaxation retreats",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_6,user3_6@example.com
2025-02-06,Female,35-44,Once per year,$500-1000,"Cultural / historical experiences, Visiting friends or family, Beach holidays",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_7,user3_7@example.com
2025-01-25,Female,35-44,Once per year,$500-1000,"Beach holidays, Cultural / historical experiences, Wellness / relaxation retreats",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_8,user3_8@example.com
2025-06-13,Female,35-44,Once per year,$500-1000,"Visiting friends or family, City breaks, Luxury travel",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_9,user3_9@example.com
2025-05-29,Female,35-44,Once per year,$500-1000,"Adventure / outdoor activities, Luxury travel, Wellness / relaxation retreats",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_10,user3_10@example.com
2025-01-26,Male,35-44,Once per year,$500-1000,"City breaks, Beach holidays, Budget travel",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_11,user3_11@example.com
2025-02-22,Male,35-44,Once per year,$500-1000,"Adventure / outdoor activities, Budget travel, Cultural / historical experiences",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_12,user3_12@example.com
2025-02-25,Female,35-44,Once per year,$500-1000,"Visiting friends or family, Beach holidays, Luxury travel",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_13,user3_13@example.com
2025-01-27,Female,35-44,Once per year,$500-1000,"City breaks, Adventure / outdoor activities, Budget travel",Several times a week,Instagram,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_14,user3_14@example.com
2025-03-28,Prefer not to say,35-44,Once per year,$500-1000,"Beach holidays, Adventure / outdoor activities, Luxury travel",Several times a week,Youtube,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_15,user3_15@example.com
2025-05-02,Male,35-44,Once per year,$500-1000,"Adventure / outdoor activities, Budget travel, Cultural / historical experiences",Several times a week,Youtube,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_16,user3_16@example.com
2025-02-12,Male,35-44,Once per year,$500-1000,"Wellness / relaxation retreats, Luxury travel, Visiting friends or family",Several times a week,Youtube,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_17,user3_17@example.com
2025-05-09,Female,35-44,Once per year,$500-1000,"Wellness / relaxation retreats, Luxury travel, Beach holidays",Several times a week,Facebook,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_18,user3_18@example.com
2025-05-28,Male,35-44,Once per year,$500-1000,"Cultural / historical experiences, Luxury travel, Adventure / outdoor activities",Several times a week,Facebook,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_19,user3_19@example.com
2025-05-21,Female,35-44,Once per year,$500-1000,"Luxury travel, City breaks, Adventure / outdoor activities",Several times a week,Facebook,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_20,user3_20@example.com
2025-06-20,Female,35-44,Once per year,$500-1000,"Budget travel, Visiting friends or family, Cultural / historical experiences",Several times a week,Facebook,Yes,Youtube,Ignore,Agree,"Travel booking websites (Expedia, Booking.com)",Maps and location information,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_21,user3_21@example.com
2025-06-08,Male,35-44,Once per year,$500-1000,"Cultural / historical experiences, Luxury travel, Budget travel",Several times a week,Facebook,Yes,Youtube,Ignore,Agree,"Travel booking websites (Expedia, Booking.com)",Maps and location information,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_22,user3_22@example.com
2025-01-23,Female,35-44,Once per year,$500-1000,"Adventure / outdoor activities, City breaks, Budget travel",Several times a week,Facebook,Yes,Youtube,Share,Agree,"Travel booking websites (Expedia, Booking.com)",Maps and location information,Always notice,Neutral,1-3 weeks,Tablet,Often,AI itinerary suggestions,Sample.,Sample.,User3_23,user3_23@example.com
